"country","year","gdp_capita","population","urban_pop","life_exp","eco_freedom","employment_ratio","gov_edu_expend","gov_health_expend","literacy","poverty","child_mortality","hunger"
"URY","1990",6360.386618,3109987,0.88973,72.53953659,NA,NA,NA,NA,NA,NA,0.0231,NA
"USA","1990",23954.47935,249623000,0.753,75.21463415,NA,NA,NA,NA,NA,NA,0.0112,NA
"UZB","1990",1959.360176,20510000,0.40172,66.68417073,NA,NA,NA,NA,NA,NA,0.0715,NA
"VCT","1990",3604.503029,107509,0.41409,70.07665854,NA,NA,NA,NA,NA,NA,0.0245,NA
"VEN","1990",9339.953024,19861959,0.84284,69.82860976,NA,NA,NA,NA,0.8982526,NA,0.0296,NA
"VGB","1990",NA,16459,0.37814,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIR","1990",NA,103963,0.87685,74.788,NA,NA,NA,NA,NA,NA,NA,NA
"VNM","1990",970.2356524,66016700,0.20255,70.41819512,NA,NA,NA,NA,NA,NA,0.0508,NA
"VUT","1990",1647.700273,146633,0.18715,63.19685366,NA,NA,NA,NA,NA,NA,0.0356,NA
"WSM","1990",2358.57696,162865,0.212,65.04041463,NA,NA,NA,NA,NA,NA,0.031,NA
"YEM","1990",2192.436838,11961099,0.20931,57.76419512,NA,NA,NA,NA,NA,NA,0.1263,NA
"ZAF","1990",6698.479795,35200000,0.52037,62.12007317,NA,NA,NA,NA,NA,NA,0.0599,NA
"ZMB","1990",1491.369961,8143142,0.39407,44.31246341,NA,NA,NA,NA,0.6499826,NA,0.1906,NA
"ZWE","1990",1632.68393,10484771,0.28988,59.58307317,NA,NA,NA,NA,NA,NA,0.0758,NA
"ABW","1991",NA,64623,0.50304,73.43312195,NA,NA,NA,NA,NA,NA,NA,NA
"AFG","1991",NA,12789374,0.18597,50.64097561,NA,0.4479999924,NA,NA,NA,NA,0.1742,0.295
"AGO","1991",3076.256008,11472173,0.26221,41.20634146,NA,0.6609999847,NA,NA,NA,NA,0.2259,0.635
"ALB","1991",2011.841715,3266790,0.367,71.91841463,NA,0.5729999924,NA,NA,NA,NA,0.0388,NA
"AND","1991",NA,56674,0.9453,NA,NA,NA,NA,NA,NA,NA,0.0079,NA
"ARB","1991",6391.046868,228171034,0.5081111177,64.79622435,NA,0.4252260156,NA,NA,NA,NA,0.07759969992,0.08360347368
"ARE","1991",73036.99661,1913190,0.78906,72.01229268,NA,0.7090000153,NA,NA,NA,NA,0.0156,0.05
"ARG","1991",NA,33193920,0.87328,71.76329268,NA,0.5490000153,NA,NA,0.961282,0.0067,0.0266,0.05
"ARM","1991",2223.444263,3511912,0.6715,67.73829268,NA,0.5440000153,NA,NA,NA,NA,0.0475,0.273
"ASM","1991",NA,48379,0.81886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATG","1991",11594.57506,62412,0.35465,71.40058537,NA,NA,NA,NA,NA,NA,0.0242,NA
"AUS","1991",17815.79474,17284000,0.854,77.27560976,NA,0.5720000076,NA,NA,NA,NA,0.0086,NA
"AUT","1991",20625.88133,7754891,0.658,75.61707317,NA,0.54,NA,NA,NA,NA,0.009,NA
"AZE","1991",5558.818413,7271000,0.53441,64.42414634,NA,0.5909999847,NA,NA,NA,NA,0.095,0.236
"BDI","1991",717.0176242,5759429,0.06455,47.76521951,NA,0.8380000305,NA,NA,NA,NA,0.1729,NA
"BEL","1991",19973.5706,10004486,0.96461,76.19219512,NA,0.4579999924,NA,NA,NA,NA,0.0096,NA
"BEN","1991",978.0410579,5182525,0.35247,53.93570732,NA,0.7190000153,NA,NA,NA,NA,0.175,0.281
"BFA","1991",582.3961199,9050090,0.1407,49.31646341,NA,0.8109999847,NA,NA,0.1356923,NA,0.2018,0.26
"BGD","1991",871.0798766,108509679,0.20257,59.05026829,NA,0.7290000153,NA,NA,0.3531929,0.2469,0.1377,0.328
"BGR","1991",5161.908875,8632367,0.66717,71.56097561,NA,0.4740000153,NA,NA,NA,NA,0.0226,NA
"BHR","1991",25588.16568,509654,0.88329,72.7095122,NA,0.6209999847,NA,NA,0.8401383,NA,0.0227,NA
"BHS","1991",15253.25583,261117,0.80067,70.79180488,NA,0.64,NA,NA,NA,NA,0.0225,NA
"BIH","1991",NA,4437898,0.39495,70.57280488,NA,0.3520000076,NA,NA,NA,NA,0.017,NA
"BLR","1991",5331.205325,10194000,0.66374,70.37804878,NA,0.62,NA,NA,NA,NA,0.0166,NA
"BLZ","1991",3737.087096,191127,0.47306,71.05441463,NA,0.5259999847,NA,NA,0.7029842,NA,0.0372,0.097
"BMU","1991",26261.12594,59021,1,74.0295122,NA,NA,NA,NA,NA,NA,NA,NA
"BOL","1991",2555.468852,6992521,0.56579,55.65002439,NA,0.6459999847,NA,NA,NA,NA,0.1197,0.38
"BRA","1991",6831.459704,152916852,0.7469,65.74268293,NA,0.6229999924,NA,NA,NA,NA,0.0582,0.148
"BRB","1991",8499.596787,261281,0.32772,71.40334146,NA,0.56,NA,NA,NA,NA,0.0172,0.05
"BRN","1991",51601.09373,264365,0.6653,73.29504878,NA,0.625,NA,NA,0.8780418,NA,0.0119,0.05
"BTN","1991",1554.096666,534678,0.17161,53.25192683,NA,0.6240000153,NA,NA,NA,NA,0.1278,NA
"BWA","1991",5647.625684,1420098,0.45292,61.9245122,NA,0.59,NA,NA,0.6858091,NA,0.0564,0.251
"CAF","1991",611.1322004,3010950,0.36906,48.66407317,NA,0.7259999847,NA,NA,NA,NA,0.1762,0.473
"CAN","1991",20041.94783,28171682,0.7662,77.55341463,NA,0.5940000153,NA,NA,NA,NA,0.008,NA
"CEB","1991",6471.960821,110290445,0.6174153922,70.57260774,NA,0.5442601495,NA,NA,NA,NA,0.02103161647,NA
"CHE","1991",27030.92709,6799978,0.73781,77.51463415,NA,0.6730000305,NA,NA,NA,NA,0.0079,NA
"CHI","1991",NA,141568,0.31262,75.63692683,NA,NA,NA,NA,NA,NA,NA,NA
"CHL","1991",4887.033391,13354054,0.83398,73.12134146,NA,0.4959999847,NA,NA,NA,NA,0.0177,0.09
"CHN","1991",1091.448831,1150780000,0.27312,69.18209756,NA,0.75,NA,NA,NA,NA,0.0533,0.239
"CIV","1991",2077.387429,12600967,0.39716,52.23273171,NA,0.6320000076,NA,NA,NA,NA,0.1527,0.107
"CMR","1991",1726.901947,12430311,0.40235,53.62426829,NA,0.6309999847,NA,NA,NA,NA,0.14,0.378
"COD","1991",746.584173,36309209,0.31067,49.17492683,NA,0.6559999847,NA,NA,NA,NA,0.1843,NA
"COG","1991",3501.371141,2450125,0.54743,54.52239024,NA,0.62,NA,NA,NA,NA,0.0952,0.432
"COL","1991",5050.719252,34916770,0.68796,68.45131707,NA,0.465,NA,NA,NA,0.0341,0.0341,0.146
"COM","1991",939.5062512,427556,0.28366,57.14521951,NA,0.5020000076,NA,NA,NA,NA,0.1212,NA
"CPV","1991",1098.188568,349326,0.45044,65.9635122,NA,0.5579999924,NA,NA,NA,NA,0.061,0.161
"CRI","1991",4869.365996,3175654,0.50916,75.84192683,NA,0.5520000076,NA,NA,NA,0.0569,0.0165,0.052
"CSS","1991",6162.093183,6001738,0.3954893513,69.62852284,NA,0.5558544524,NA,NA,NA,NA,0.03482311822,0.1289365246
"CUB","1991",8104.652527,10664577,0.73676,74.70056098,NA,0.5259999847,NA,NA,NA,NA,0.0124,0.057
"CUW","1991",NA,144403,0.84947,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYM","1991",NA,26211,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYP","1991",13378.47822,783138,0.67188,76.67139024,NA,0.52,NA,NA,NA,NA,0.0108,NA
"CZE","1991",11641.29592,10308578,0.75158,71.89829268,NA,0.5990000153,NA,NA,NA,NA,0.0139,NA
"DEU","1991",20520.7394,80013896,0.73269,75.3195122,NA,0.5620000076,NA,NA,NA,NA,0.008,NA
"DJI","1991",1916.979786,610679,0.76114,56.81614634,NA,NA,NA,NA,NA,NA,0.117,0.748
"DMA","1991",4521.865914,70849,0.64482,NA,NA,NA,NA,NA,NA,NA,0.0171,NA
"DNK","1991",19599.41616,5154298,0.84871,75.15780488,NA,0.6190000153,NA,NA,NA,NA,0.0084,NA
"DOM","1991",3519.132436,7325622,0.55497,68.42221951,NA,0.5159999847,NA,NA,NA,NA,0.0579,0.343
"DZA","1991",6592.629108,26554277,0.52871,66.95873171,NA,0.34,NA,NA,NA,NA,0.0457,0.077
"EAP","1991",1563.080657,1627881291,0.2893901095,68.07640142,NA,0.7303412292,NA,NA,NA,NA,0.0579,0.2568868347
"EAR","1991",2724.215209,2074306790,0.3532980104,61.03506327,NA,0.578050496,NA,NA,NA,NA,0.1058831321,0.2320275272
"EAS","1991",3411.538664,1846419035,0.343436303,69.1197911,NA,0.7156955676,NA,NA,NA,NA,0.0555442399,0.2514802718
"ECA","1991",6034.354847,387534203,0.6306408623,67.99675859,NA,0.5631702991,NA,NA,NA,NA,0.0566,NA
"ECS","1991",11711.87114,846287676,0.6771553317,71.98127147,NA,0.5419405541,NA,NA,NA,NA,0.03138577483,NA
"ECU","1991",5083.469021,10460988,0.55709,69.49326829,NA,0.595,NA,NA,NA,NA,0.0541,0.194
"EGY","1991",3968.997336,57689828,0.43345,64.95534146,NA,0.43,NA,NA,NA,NA,0.0817,0.05
"EMU","1991",17733.69101,312674707,0.7145912609,76.02340044,NA,0.5043839431,NA,NA,NA,NA,0.009556777578,NA
"ERI","1991",NA,3160644,0.15926,49.0184878,NA,0.7740000153,NA,NA,NA,NA,0.145,NA
"ESP","1991",14474.74323,38939049,0.75528,76.97121951,NA,0.4240000153,NA,NA,0.9649497,NA,0.0105,NA
"EST","1991",NA,1561314,0.71046,69.37317073,NA,0.6680000305,NA,NA,NA,NA,0.0195,NA
"ETH","1991",390.5334758,49784987,0.12867,47.50536585,NA,0.7609999847,NA,NA,NA,NA,0.2002,0.748
"EUU","1991",15570.0795,478942970,0.7066899592,74.96779186,NA,0.5231870141,NA,NA,NA,NA,0.01201818762,NA
"FCS","1991",1483.570085,266166456,0.325273762,55.29308285,NA,0.5921122943,NA,NA,NA,NA,0.1444353176,NA
"FIN","1991",17313.03649,5013740,0.79843,75.22756098,NA,0.595,NA,NA,NA,NA,0.0064,NA
"FJI","1991",4017.793599,735469,0.42381,65.79331707,NA,0.5359999847,NA,NA,NA,NA,0.0288,0.066
"FRA","1991",18261.39219,58559312,0.74229,76.84878049,NA,0.4979999924,NA,NA,NA,NA,0.0086,NA
"FRO","1991",NA,47494,0.30814,76.36341463,NA,NA,NA,NA,NA,NA,NA,NA
"FSM","1991",1932.813794,98800,0.25752,66.31012195,NA,NA,NA,NA,NA,NA,0.0552,NA
"GAB","1991",13451.68378,978252,0.70462,61.29168293,NA,0.4890000153,NA,NA,NA,NA,0.092,0.117
"GBR","1991",17745.45227,57424897,0.78112,76.08292683,NA,0.575,NA,NA,NA,NA,0.0087,NA
"GEO","1991",4194.627513,4835900,0.54799,69.96082927,NA,0.5620000076,NA,NA,NA,NA,0.0472,0.565
"GHA","1991",1312.519502,15042736,0.3717,57.15726829,NA,0.655,NA,NA,NA,0.164,0.1231,0.473
"GIB","1991",NA,26924,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GIN","1991",730.7851621,6367110,0.28312,50.52734146,NA,0.7,NA,NA,NA,0.6296,0.2324,0.232
"GMB","1991",1008.621501,949490,0.3941,52.47397561,NA,0.7190000153,NA,NA,NA,NA,0.1642,0.133
"GNB","1991",1032.944021,1080191,0.29371,49.42353659,NA,0.6409999847,NA,NA,NA,0.2267,0.2249,0.231
"GNQ","1991",674.5311673,390381,0.35748,48.60595122,NA,0.805,NA,NA,NA,NA,0.1858,NA
"GRC","1991",13947.95518,10319927,0.71635,77.13658537,NA,0.4579999924,NA,NA,0.9261045,NA,0.0119,NA
"GRD","1991",5107.307878,96455,0.33506,68.65380488,NA,NA,NA,NA,NA,NA,0.0223,NA
"GRL","1991",NA,55500,0.80033,65.03170732,NA,NA,NA,NA,NA,NA,NA,NA
"GTM","1991",3485.555048,9385000,0.41513,62.77312195,NA,0.62,NA,NA,NA,NA,0.077,0.149
"GUM","1991",NA,133553,0.91061,72.28760976,NA,NA,NA,NA,NA,NA,NA,NA
"GUY","1991",2080.560688,717502,0.29493,63.6485122,NA,0.5209999847,NA,NA,NA,NA,0.0588,0.228
"HIC","1991",18833.26595,1009883314,0.7471902697,75.57833498,NA,0.5645983959,NA,NA,NA,NA,0.0149,NA
"HKG","1991",18884.68577,5752000,0.99832,77.88292683,NA,0.6259999847,NA,NA,NA,NA,NA,NA
"HND","1991",2149.882547,5041050,0.40953,67.14363415,NA,0.5670000076,NA,NA,NA,0.134,0.0555,0.23
"HPC","1991",950.9389798,365581300,0.2568403923,49.69362112,NA,0.675099347,NA,NA,NA,NA,0.1802568119,0.4061525232
"HRV","1991",NA,4510000,0.54335,72.18536585,NA,0.5090000153,NA,NA,0.9670155,NA,0.0121,NA
"HTI","1991",NA,7243391,0.29641,54.91441463,NA,0.5890000153,NA,NA,NA,NA,0.1417,0.611
"HUN","1991",8252.432302,10373400,0.65713,69.37707317,NA,0.4790000153,NA,NA,NA,NA,0.0183,NA
"IBD","1991",2902.122334,3442817616,0.3936718512,65.52348771,NA,0.6330192861,NA,NA,NA,NA,0.07671888336,0.2070507472
"IBT","1991",2557.922091,4387370401,0.3635136546,63.31142749,NA,0.6353125276,NA,NA,NA,NA,0.1003974935,0.2370454231
"IDA","1991",1323.281804,944552785,0.2533681674,55.24787286,NA,0.6452847596,NA,NA,NA,NA,0.1547906563,0.3465555802
"IDB","1991",1876.643771,358569565,0.297667816,58.80427708,NA,0.5735722884,NA,NA,NA,NA,0.138029012,0.2848010945
"IDN","1991",3201.042878,184614740,0.31613,63.61629268,NA,0.6129999924,NA,NA,NA,NA,0.0809,0.197
"IDX","1991",979.0743865,585983220,0.2261726398,53.07188641,NA,0.6921460088,NA,NA,NA,NA,0.1639656545,0.3894120986
"IMN","1991",NA,70963,0.51745,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND","1991",1172.563612,888513869,0.25778,58.43821951,NA,0.5829999924,NA,NA,0.4822208,NA,0.1222,0.237
"INX","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL","1991",14015.81966,3534235,0.57046,74.95053659,NA,0.4470000076,NA,NA,NA,NA,0.0086,NA
"IRN","1991",7508.874979,57288039,0.56865,65.14534146,NA,0.4059999847,NA,NA,0.655314,NA,0.0545,0.051
"IRQ","1991",2691.915566,17952909,0.69522,66.81470732,NA,0.3279999924,NA,NA,NA,NA,0.053,0.079
"ISL","1991",22223.20028,257797,0.90932,77.99195122,NA,0.7309999847,NA,NA,NA,NA,0.0062,NA
"ISR","1991",13809.6711,4949000,0.90463,76.75853659,NA,0.4640000153,NA,NA,NA,NA,0.0111,NA
"ITA","1991",19158.28716,56758521,0.66706,77.0195122,NA,0.4520000076,NA,NA,NA,NA,0.0093,NA
"JAM","1991",5137.343042,2406042,0.49656,71.98753659,NA,0.6240000153,NA,NA,NA,NA,0.0296,0.104
"JOR","1991",4299.270566,3538663,0.74455,70.15731707,NA,0.3409999847,NA,NA,NA,NA,0.0354,0.055
"JPN","1991",20466.64704,123921000,0.77473,79.10073171,NA,0.6240000153,NA,NA,NA,NA,0.0062,NA
"KAZ","1991",8033.876851,16450500,0.56175,67.98292683,NA,0.6309999847,NA,NA,NA,NA,0.0524,0.05
"KEN","1991",1557.277993,24234087,0.17043,58.22897561,NA,0.67,NA,NA,NA,NA,0.1052,0.324
"KGZ","1991",2103.672424,4463600,0.3749,68.55121951,NA,0.6029999924,NA,NA,NA,NA,0.0647,0.159
"KHM","1991",NA,9323607,0.15887,53.83634146,NA,0.7969999695,NA,NA,NA,NA,0.1174,0.321
"KIR","1991",895.1154284,73698,0.35272,60.83458537,NA,NA,NA,NA,NA,NA,0.0922,0.075
"KNA","1991",9331.507655,41009,0.34474,NA,NA,NA,NA,NA,NA,NA,0.0271,NA
"KOR","1991",9533.0266,43295704,0.74972,71.7302439,NA,0.59,NA,NA,NA,NA,0.0068,0.05
"KSV","1991",NA,1898000,NA,67.94878049,NA,NA,NA,NA,NA,NA,NA,NA
"KWT","1991",NA,2007110,0.97988,72.42678049,NA,0.5870000076,NA,NA,NA,NA,0.0199,0.394
"LAC","1991",5996.315376,398635707,0.6908274671,67.54351763,NA,0.5812130977,NA,NA,NA,NA,0.0559,0.1602091242
"LAO","1991",1097.211362,4371549,0.15782,54.05270732,NA,0.7969999695,NA,NA,NA,NA,0.1582,0.428
"LBN","1991",7010.305062,2752473,0.83472,70.53604878,NA,0.3929999924,NA,NA,NA,NA,0.031,0.05
"LBR","1991",NA,2066060,0.58,47.42273171,NA,0.58,NA,NA,NA,NA,0.2567,0.29
"LBY","1991",NA,4499210,0.75777,68.96873171,NA,0.3909999847,NA,NA,NA,NA,0.0395,NA
"LCA","1991",5416.725228,140159,0.29572,71.13817073,NA,NA,NA,NA,NA,NA,0.0221,NA
"LCN","1991",6228.787412,454134571,0.7098722908,68.1123262,NA,0.5735645875,NA,NA,NA,NA,0.0518772096,0.1493100111
"LDC","1991",899.5705239,524324699,0.214856078,51.92511134,NA,0.699527403,NA,NA,NA,NA,0.172606817,0.4090568997
"LIC","1991",739.4149773,330859667,0.2292758016,49.88462309,NA,0.7223664169,NA,NA,NA,NA,0.1846,0.3989882285
"LIE","1991",NA,29111,0.16821,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LKA","1991",2526.918444,17306000,0.18553,69.78019512,NA,0.4859999847,NA,NA,NA,NA,0.0213,0.306
"LMC","1991",1844.278929,1946835397,0.3016359889,59.93194387,NA,0.5879386544,NA,NA,NA,NA,0.1167,0.2508544819
"LMY","1991",2475.136519,4326812759,0.3575749788,63.19345603,NA,0.6380661193,NA,NA,NA,NA,0.1002,0.2387585329
"LSO","1991",885.6422072,1627900,0.14527,59.63639024,NA,0.4859999847,NA,NA,NA,NA,0.0879,0.156
"LTE","1991",2949.349985,1873168798,0.3939869009,68.99112533,NA,0.6959431209,NA,NA,NA,NA,0.04957771323,0.2320560261
"LTU","1991",NA,3704134,0.67523,70.36414634,NA,0.555,NA,NA,NA,NA,0.018,NA
"LUX","1991",35537.42705,387000,0.8113,75.46341463,NA,0.5120000076,NA,NA,NA,NA,0.0083,NA
"LVA","1991",NA,2650581,0.69201,69.03243902,NA,0.5859999847,NA,NA,NA,NA,0.022,NA
"MAC","1991",23190.13034,369484,0.99805,75.53078049,NA,0.5609999847,NA,NA,NA,NA,NA,NA
"MAF","1991",NA,31821,NA,75.92439024,NA,NA,NA,NA,NA,NA,NA,NA
"MAR","1991",2742.403651,25410178,0.49117,65.20309756,NA,0.4620000076,NA,NA,NA,NA,0.0765,0.059
"MCO","1991",NA,29626,1,NA,NA,NA,NA,NA,NA,NA,0.0074,NA
"MDA","1991",3604.818819,3704000,0.46669,67.39231707,NA,0.6159999847,NA,NA,NA,NA,0.0333,NA
"MDG","1991",1008.346119,11898267,0.24119,51.5982439,NA,0.8369999695,NA,NA,NA,NA,0.1558,0.273
"MDV","1991",NA,227000,0.25776,62.25821951,NA,0.4509999847,NA,NA,NA,NA,0.0895,0.122
"MEA","1991",7382.379494,261076814,0.5523094694,66.37638494,NA,0.4194460545,NA,NA,NA,NA,0.06281164755,0.07511702436
"MEX","1991",6353.257303,87347208,0.71816,71.19097561,NA,0.5690000153,NA,NA,NA,NA,0.0441,0.069
"MHL","1991",1969.911376,48481,0.65392,NA,NA,NA,NA,NA,NA,NA,0.0483,NA
"MIC","1991",2621.322373,3995953092,0.3682030303,64.29546293,NA,0.6322632036,NA,NA,NA,NA,0.0886,0.2268766456
"MKD","1991",5174.153459,1988458,0.58234,71.32565854,NA,0.3829999924,NA,NA,NA,NA,0.035,NA
"MLI","1991",652.0234376,8672581,0.23751,46.8365122,NA,0.4629999924,NA,NA,NA,NA,0.25,0.167
"MLT","1991",11877.08461,357727,0.90497,75.39019512,NA,0.4859999847,NA,NA,NA,NA,0.0109,NA
"MMR","1991",NA,42588029,0.24724,59.0484878,NA,0.7280000305,NA,NA,NA,NA,0.107,0.626
"MNA","1991",4992.412113,232072119,0.5200496937,65.7637362,NA,0.4048388168,NA,NA,NA,NA,0.0658,0.07337738138
"MNE","1991",NA,607105,0.49165,74.51041463,NA,0.44,NA,NA,NA,NA,0.016,NA
"MNG","1991",3076.084463,2217920,0.56987,60.4882439,NA,0.5490000153,NA,NA,NA,NA,0.1028,0.299
"MNP","1991",NA,46719,0.89697,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOZ","1991",256.0628558,13719853,0.25487,43.53731707,NA,0.6329999924,NA,NA,NA,NA,0.2364,0.561
"MRT","1991",1861.547515,2080782,0.42104,58.5767561,NA,0.3240000153,NA,NA,NA,NA,0.1162,0.146
"MUS","1991",5221.444386,1070266,0.43777,69.95609756,NA,0.535,NA,NA,NA,NA,0.0218,0.081
"MWI","1991",531.0226763,9604199,0.11885,43.58285366,NA,0.7209999847,NA,NA,NA,NA,0.235,0.447
"MYS","1991",7442.426154,18709835,0.50576,70.98887805,NA,0.5970000076,NA,NA,0.8291537,NA,0.0158,0.051
"NAC","1991",23968.44892,281211703,0.7579816497,75.58472222,NA,0.604783487,NA,NA,NA,NA,0.01064378387,NA
"NAM","1991",3986.485243,1466152,0.27919,61.26912195,NA,0.455,NA,NA,0.7581658,NA,0.0717,0.359
"NCL","1991",NA,175362,0.59648,70.35853659,NA,NA,NA,NA,NA,NA,NA,NA
"NER","1991",600.4893198,8168834,0.15449,44.51660976,NA,0.5420000076,NA,NA,NA,NA,0.3219,0.277
"NGA","1991",1960.765534,98085436,0.30176,46.08695122,NA,0.5279999924,NA,NA,0.5544675,NA,0.2122,0.213
"NIC","1991",1969.159022,4236805,0.52577,64.88409756,NA,0.5590000153,NA,NA,NA,NA,0.064,0.544
"NLD","1991",19734.55579,15069798,0.69329,77,NA,0.5259999847,NA,NA,NA,NA,0.008,NA
"NOR","1991",19352.46261,4261732,0.72265,76.98073171,NA,0.5870000076,NA,NA,NA,NA,0.0079,NA
"NPL","1991",829.4093747,19237322,0.0918,55.05863415,NA,0.8330000305,NA,NA,0.3297559,NA,0.1336,0.228
"NRU","1991",NA,9354,1,NA,NA,NA,NA,NA,NA,NA,0.0549,NA
"NZL","1991",14557.74869,3495100,0.84933,76.03170732,NA,0.5670000076,NA,NA,NA,NA,0.0106,NA
"OED","1991",17166.17057,1076331631,0.7354238856,74.87801302,NA,0.5636962547,NA,NA,NA,NA,0.0203571038,NA
"OMN","1991",23768.53747,1892345,0.67796,67.84634146,NA,0.525,NA,NA,NA,NA,0.0357,0.182
"OSS","1991",NA,17821355,0.4610665793,62.49470267,NA,0.5709308197,NA,NA,NA,NA,0.09799721854,NA
"PAK","1991",2086.240033,110634399,0.30826,60.39621951,NA,0.4759999847,NA,NA,NA,NA,0.136,0.251
"PAN","1991",5505.590669,2522901,0.54757,73.27126829,NA,0.4940000153,NA,NA,NA,0.1397,0.0301,0.264
"PER","1991",3521.831108,22283130,0.693,66.02365854,NA,0.5659999847,NA,NA,NA,NA,0.0754,0.316
"PHL","1991",2597.1972,63509940,0.4853,65.48126829,NA,0.595,NA,NA,NA,0.072,0.0549,0.263
"PLW","1991",10737.94635,15471,0.69966,NA,NA,NA,NA,NA,NA,NA,0.0352,NA
"PNG","1991",1146.791506,4261933,0.14816,56.04707317,NA,0.7,NA,NA,NA,NA,0.088,NA
"POL","1991",5740.1848,38246193,0.61315,70.58780488,NA,0.5520000076,NA,NA,NA,NA,0.0168,NA
"PRE","1991",1356.638464,427933883,0.2831590832,49.52009473,NA,0.6168643809,NA,NA,NA,NA,0.1846085638,0.2798458747
"PRI","1991",16904.06152,3562110,0.93106,74.03880488,NA,0.3770000076,NA,NA,NA,NA,NA,NA
"PRK","1991",NA,20510208,0.58531,69.32531707,NA,0.7940000153,NA,NA,NA,NA,0.0486,0.233
"PRT","1991",12090.06507,9960235,0.48469,74.01463415,NA,0.585,NA,NA,0.8794785,NA,0.0136,NA
"PRY","1991",4066.453389,4323402,0.49439,68.19104878,NA,0.6790000153,NA,NA,NA,NA,0.0449,0.195
"PSE","1991",NA,2068845,0.68219,68.39453659,NA,0.3309999847,NA,NA,NA,NA,0.0423,NA
"PSS","1991",2818.144937,1721249,0.3186101758,63.92823044,NA,NA,NA,NA,NA,NA,0.0361883144,0.1163225446
"PST","1991",18530.23653,970950461,0.7435615767,75.56387801,NA,0.5667321193,NA,NA,NA,NA,0.01011375269,NA
"PYF","1991",NA,202020,0.57616,69.12078049,NA,NA,NA,NA,NA,NA,NA,NA
"QAT","1991",NA,485114,0.93291,75.28229268,NA,0.7990000153,NA,NA,NA,NA,0.0195,NA
"ROU","1991",4996.061229,23001155,0.5393,69.78439024,NA,0.55,NA,NA,NA,NA,0.0364,NA
"RUS","1991",7844.086114,148624000,0.73389,68.47439024,NA,0.5809999847,NA,NA,NA,NA,0.0259,NA
"RWA","1991",568.3805979,7071393,0.05491,29.74582927,NA,0.8809999847,NA,NA,0.5785349,NA,0.1573,0.556
"SAS","1991",1241.463128,1157752321,0.2527583328,58.70829256,NA,0.5874881907,NA,NA,NA,NA,0.1255,0.2483720347
"SAU","1991",24945.54538,16890555,0.77223,69.59219512,NA,0.5040000153,NA,NA,NA,NA,0.0405,0.05
"SDN","1991",1221.453106,20861117,0.2984,55.69085366,NA,0.44,NA,NA,NA,NA,0.1257,NA
"SEN","1991",1237.633735,7749559,0.39044,57.4094878,NA,0.675,NA,NA,NA,0.3611,0.1387,0.245
"SGP","1991",23751.97812,3135083,1,75.64634146,NA,0.6329999924,NA,NA,NA,NA,0.0069,NA
"SLB","1991",1233.775496,320764,0.1387,57.21385366,NA,0.625,NA,NA,NA,NA,0.0389,0.248
"SLE","1991",934.8468201,3945899,0.33485,36.74834146,NA,0.6240000153,NA,NA,NA,NA,0.2634,0.428
"SLV","1991",3094.183069,5321576,0.49754,64.83153659,NA,0.5670000076,NA,NA,NA,0.1034,0.0563,0.162
"SMR","1991",NA,24385,0.904,NA,NA,NA,NA,NA,NA,NA,0.0102,NA
"SOM","1991",NA,6319531,0.30007,45.27087805,NA,0.5229999924,NA,NA,NA,NA,0.1772,NA
"SRB","1991",NA,7595636,0.50768,71.48780488,NA,0.4879999924,NA,NA,NA,NA,0.0259,NA
"SSA","1991",1654.384368,522937118,0.2743762666,49.9083589,NA,0.6322737404,NA,NA,NA,NA,0.1789,0.3341625533
"SSD","1991",NA,5698998,0.14074,44.22592683,NA,NA,NA,NA,NA,NA,0.2481,NA
"SSF","1991",1655.458916,523007873,0.2744058201,49.9083589,NA,0.6322737404,NA,NA,NA,NA,0.1794445365,0.3341625533
"SST","1991",NA,25544342,0.4360598563,64.25145446,NA,0.5668187179,NA,NA,NA,NA,0.08175733098,0.1956411921
"STP","1991",NA,115900,0.44793,61.93453659,NA,NA,NA,NA,0.7324242,NA,0.1112,0.229
"SUR","1991",7128.823548,416068,0.6578,67.5804878,NA,0.4970000076,NA,NA,NA,NA,0.0463,0.155
"SVK","1991",NA,5303294,0.5678,70.88292683,NA,0.5890000153,NA,NA,NA,NA,0.0169,NA
"SVN","1991",NA,1999429,0.50507,73.35365854,NA,0.5059999847,NA,NA,0.9952451,NA,0.0097,NA
"SWE","1991",20367.03417,8617375,0.83204,77.66682927,NA,0.6419999695,NA,NA,NA,NA,0.0066,NA
"SWZ","1991",4173.534948,887248,0.22935,59.29326829,NA,0.4329999924,NA,NA,NA,NA,0.0758,0.159
"SXM","1991",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC","1991",9584.455511,70755,0.49283,NA,NA,NA,NA,NA,NA,NA,0.016,NA
